"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-05","7.6","0.0","0.0","0.0",,"12.8","8.3","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-06","2.8","1.0","0.0","0.0",,"12.2","5.0","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-07","3.8","14.0","0.0","0.0",,"8.9","1.1","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-08","4.5","0.0","0.0","0.0",,"11.1","1.1","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-09","1.7","0.0","0.0","0.0",,"14.4","0.0","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-10","6.4","4.8","0.0","0.0",,"14.4","6.7","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-11","4.7","11.9","0.0","0.0",,"7.8","5.0","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-12","4.5","1.0","0.0","0.0",,"10.6","5.6","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-13","4.3","15.5","0.0","0.0",,"11.7","7.8","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-14","4.5","0.0","0.0","0.0",,"21.7","7.8","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-15","0.9","0.0","0.0","0.0",,"23.3","7.2","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-16","2.4","0.0","0.0","0.0",,"23.3","12.2","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-17","2.1","0.0","0.0","0.0",,"24.4","11.7","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-18","2.1","0.0","0.0","0.0",,"23.9","12.2","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-19","1.5","0.0","0.0","0.0",,"26.1","10.0","0.0"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2010-05-20","2.7","0.0","0.0","0.0",,"27.8","11.7","0.0"
